B_COUNTRY_,FIPS_ADMIN_banding,E_COUNTRY_,FIPS_ADMIN_Recov,Group_spec,Total
CA,CA05,US,US34,"Ducks, geese, and swans (Anatidae)",124
CA,CA05,US,US34,"Gulls, terns, and allies (Laridae)",6
CA,CA05,US,US36,"Ducks, geese, and swans (Anatidae)",94
CA,CA05,US,US36,"Gulls, terns, and allies (Laridae)",3
CA,CA05,US,US37,"Ducks, geese, and swans (Anatidae)",151
CA,CA05,US,US37,"Gulls, terns, and allies (Laridae)",3
CA,CA05,US,US39,"Ducks, geese, and swans (Anatidae)",4
CA,CA05,US,US42,"Ducks, geese, and swans (Anatidae)",34
CA,CA05,US,US42,"Gulls, terns, and allies (Laridae)",1
CA,CA05,US,US44,"Ducks, geese, and swans (Anatidae)",15
CA,CA05,US,US44,"Gulls, terns, and allies (Laridae)",2
CA,CA05,US,US45,"Ducks, geese, and swans (Anatidae)",62
CA,CA05,US,US45,"Gulls, terns, and allies (Laridae)",2
CA,CA05,US,US47,"Ducks, geese, and swans (Anatidae)",6
CA,CA05,US,US49,"Ducks, geese, and swans (Anatidae)",2
CA,CA05,US,US50,"Ducks, geese, and swans (Anatidae)",416
CA,CA05,US,US51,"Ducks, geese, and swans (Anatidae)",61
CA,CA05,US,US51,"Gulls, terns, and allies (Laridae)",2
CA,CA05,US,US55,"Ducks, geese, and swans (Anatidae)",3
CA,CA07,94,CA07,"Gulls, terns, and allies (Laridae)",1
CA,CA07,CA,CA03,"Ducks, geese, and swans (Anatidae)",1
CA,CA07,CA,CA04,"Ducks, geese, and swans (Anatidae)",323
CA,CA07,CA,CA04,"Gulls, terns, and allies (Laridae)",9
CA,CA07,CA,CA05,Cormorants and shags (Phalacrocoracidae),1
CA,CA07,CA,CA05,"Ducks, geese, and swans (Anatidae)",72
CA,CA07,CA,CA05,"Gulls, terns, and allies (Laridae)",4
CA,CA07,CA,CA07,Cormorants and shags (Phalacrocoracidae),9
CA,CA07,CA,CA07,"Ducks, geese, and swans (Anatidae)",3969
CA,CA07,CA,CA07,"Gulls, terns, and allies (Laridae)",122
CA,CA07,CA,CA08,"Ducks, geese, and swans (Anatidae)",15
CA,CA07,CA,CA09,"Ducks, geese, and swans (Anatidae)",194
CA,CA07,CA,CA10,"Ducks, geese, and swans (Anatidae)",141
CA,CA07,CA,CA10,"Gulls, terns, and allies (Laridae)",2
CA,CA07,CA,GH09,"Gulls, terns, and allies (Laridae)",1
CA,CA07,CA,US23,"Gulls, terns, and allies (Laridae)",1
CA,CA07,CU,CU11,"Ducks, geese, and swans (Anatidae)",1
CA,CA07,SB,SB,"Ducks, geese, and swans (Anatidae)",1
CA,CA07,TD,TD,"Ducks, geese, and swans (Anatidae)",1
CA,CA07,TP,TP02,"Ducks, geese, and swans (Anatidae)",57
CA,CA07,UK,UK,"Ducks, geese, and swans (Anatidae)",1
CA,CA07,US,US01,"Ducks, geese, and swans (Anatidae)",4
CA,CA07,US,US05,"Ducks, geese, and swans (Anatidae)",7
CA,CA07,US,US06,"Ducks, geese, and swans (Anatidae)",1
CA,CA07,US,US06,Sandpipers and Charadriidae,2
CA,CA07,US,US08,"Ducks, geese, and swans (Anatidae)",1
CA,CA07,US,US09,"Ducks, geese, and swans (Anatidae)",27
CA,CA07,US,US10,"Ducks, geese, and swans (Anatidae)",74
CA,CA07,US,US12,"Ducks, geese, and swans (Anatidae)",103
CA,CA07,US,US13,"Ducks, geese, and swans (Anatidae)",27
CA,CA07,US,US17,"Ducks, geese, and swans (Anatidae)",2
CA,CA07,US,US18,"Ducks, geese, and swans (Anatidae)",3
CA,CA07,US,US19,"Ducks, geese, and swans (Anatidae)",2
CA,CA07,US,US21,"Ducks, geese, and swans (Anatidae)",2
CA,CA07,US,US22,"Ducks, geese, and swans (Anatidae)",4
CA,CA07,US,US23,Cormorants and shags (Phalacrocoracidae),2
CA,CA07,US,US23,"Ducks, geese, and swans (Anatidae)",483
CA,CA07,US,US23,"Gulls, terns, and allies (Laridae)",4
CA,CA07,US,US24,"Ducks, geese, and swans (Anatidae)",78
CA,CA07,US,US25,Cormorants and shags (Phalacrocoracidae),1
CA,CA07,US,US25,"Ducks, geese, and swans (Anatidae)",482
CA,CA07,US,US25,"Gulls, terns, and allies (Laridae)",8
CA,CA07,US,US25,Sandpipers and Charadriidae,1
CA,CA07,US,US26,"Ducks, geese, and swans (Anatidae)",6
CA,CA07,US,US27,"Ducks, geese, and swans (Anatidae)",10
CA,CA07,US,US28,"Ducks, geese, and swans (Anatidae)",2
CA,CA07,US,US29,"Ducks, geese, and swans (Anatidae)",1
CA,CA07,US,US33,"Ducks, geese, and swans (Anatidae)",33
CA,CA07,US,US34,"Ducks, geese, and swans (Anatidae)",151
CA,CA07,US,US34,"Gulls, terns, and allies (Laridae)",2
CA,CA07,US,US34,Sandpipers and Charadriidae,2
CA,CA07,US,US36,Cormorants and shags (Phalacrocoracidae),1
CA,CA07,US,US36,"Ducks, geese, and swans (Anatidae)",142
CA,CA07,US,US36,"Gulls, terns, and allies (Laridae)",6
CA,CA07,US,US37,"Ducks, geese, and swans (Anatidae)",181
CA,CA07,US,US37,"Gulls, terns, and allies (Laridae)",1
CA,CA07,US,US39,"Ducks, geese, and swans (Anatidae)",5
CA,CA07,US,US40,"Ducks, geese, and swans (Anatidae)",1
CA,CA07,US,US41,"Ducks, geese, and swans (Anatidae)",1
CA,CA07,US,US42,"Ducks, geese, and swans (Anatidae)",23
CA,CA07,US,US44,Cormorants and shags (Phalacrocoracidae),2
CA,CA07,US,US44,"Ducks, geese, and swans (Anatidae)",81
CA,CA07,US,US44,"Gulls, terns, and allies (Laridae)",1
CA,CA07,US,US45,"Ducks, geese, and swans (Anatidae)",93
CA,CA07,US,US47,"Ducks, geese, and swans (Anatidae)",5
CA,CA07,US,US50,"Ducks, geese, and swans (Anatidae)",1496
CA,CA07,US,US51,"Ducks, geese, and swans (Anatidae)",130
CA,CA07,US,US55,"Ducks, geese, and swans (Anatidae)",9
CA,CA08,VI,VI,"Gulls, terns, and allies (Laridae)",1
CA,CA08,00,GH09,"Gulls, terns, and allies (Laridae)",11
CA,CA08,AC,AC,"Gulls, terns, and allies (Laridae)",1
CA,CA08,BD,BD,"Gulls, terns, and allies (Laridae)",1
CA,CA08,BD,BD,Herons (Ardeidae),1
CA,CA08,BF,BF,"Ducks, geese, and swans (Anatidae)",2
CA,CA08,BF,BF,"Gulls, terns, and allies (Laridae)",5
CA,CA08,BR,BR04,"Gulls, terns, and allies (Laridae)",1
CA,CA08,BR,BR30,Sandpipers and Charadriidae,1
CA,CA08,CA,CA01,"Ducks, geese, and swans (Anatidae)",9
CA,CA08,CA,CA02,"Ducks, geese, and swans (Anatidae)",1
CA,CA08,CA,CA02,"Gulls, terns, and allies (Laridae)",1
CA,CA08,CA,CA03,"Ducks, geese, and swans (Anatidae)",69
CA,CA08,CA,CA03,"Gulls, terns, and allies (Laridae)",2
CA,CA08,CA,CA04,"Ducks, geese, and swans (Anatidae)",6
CA,CA08,CA,CA04,"Gulls, terns, and allies (Laridae)",16
CA,CA08,CA,CA04,Sandpipers and Charadriidae,1
CA,CA08,CA,CA05,"Ducks, geese, and swans (Anatidae)",6
CA,CA08,CA,CA05,"Gulls, terns, and allies (Laridae)",2
CA,CA08,CA,CA07,"Ducks, geese, and swans (Anatidae)",3
CA,CA08,CA,CA07,"Gulls, terns, and allies (Laridae)",1
CA,CA08,CA,CA08,"Ducks, geese, and swans (Anatidae)",1264
CA,CA08,CA,CA08,Grebes (Podicipedidae),8
CA,CA08,CA,CA08,"Gulls, terns, and allies (Laridae)",5720
CA,CA08,CA,CA08,Herons (Ardeidae),41
CA,CA08,CA,CA09,"Gulls, terns, and allies (Laridae)",1
CA,CA08,CA,CA10,"Ducks, geese, and swans (Anatidae)",68
CA,CA08,CA,CA10,"Gulls, terns, and allies (Laridae)",411
CA,CA08,CA,CA10,Herons (Ardeidae),8
CA,CA08,CA,CA11,"Ducks, geese, and swans (Anatidae)",13
CA,CA08,CA,CA11,"Gulls, terns, and allies (Laridae)",1
CA,CA08,CA,CA12,"Ducks, geese, and swans (Anatidae)",1
CA,CA08,CA,CA13,"Ducks, geese, and swans (Anatidae)",4
CA,CA08,CA,CA14,Sandpipers and Charadriidae,2
CA,CA08,CA,GH09,"Gulls, terns, and allies (Laridae)",32
CA,CA08,CA,SB,"Gulls, terns, and allies (Laridae)",1
CA,CA08,CA,US26,"Gulls, terns, and allies (Laridae)",9
CA,CA08,CA,US36,"Gulls, terns, and allies (Laridae)",36
CA,CA08,CU,CU02,"Gulls, terns, and allies (Laridae)",1
CA,CA08,CU,CU05,"Gulls, terns, and allies (Laridae)",1
CA,CA08,CU,CU05,Herons (Ardeidae),1
CA,CA08,CU,CU07,"Gulls, terns, and allies (Laridae)",1
CA,CA08,CU,CU08,"Ducks, geese, and swans (Anatidae)",1
CA,CA08,CU,CU11,"Ducks, geese, and swans (Anatidae)",1
CA,CA08,CU,CU11,"Gulls, terns, and allies (Laridae)",1
CA,CA08,CU,CU12,"Ducks, geese, and swans (Anatidae)",1
CA,CA08,CU,CU12,Herons (Ardeidae),2
CA,CA08,CU,CU13,"Ducks, geese, and swans (Anatidae)",1
CA,CA08,CU,CU15,"Gulls, terns, and allies (Laridae)",1
CA,CA08,CU,CU16,"Gulls, terns, and allies (Laridae)",3
CA,CA08,DR,DR,"Gulls, terns, and allies (Laridae)",1
CA,CA08,DR,DR14,"Gulls, terns, and allies (Laridae)",1
CA,CA08,DR,DR20,"Gulls, terns, and allies (Laridae)",1
CA,CA08,DR,HA06,"Gulls, terns, and allies (Laridae)",1
CA,CA08,DR,DR10,Herons (Ardeidae),1
CA,CA08,ES,ES01,"Gulls, terns, and allies (Laridae)",1
CA,CA08,GH,GH09,"Ducks, geese, and swans (Anatidae)",2
CA,CA08,GP,GP,"Gulls, terns, and allies (Laridae)",1
CA,CA08,GP,GP,Sandpipers and Charadriidae,1
CA,CA08,GY,GY13,Sandpipers and Charadriidae,1
CA,CA08,GY,GY18,Sandpipers and Charadriidae,1
CA,CA08,HA,HA12,Herons (Ardeidae),1
CA,CA08,JM,JM07,"Gulls, terns, and allies (Laridae)",1
CA,CA08,JM,JM08,"Gulls, terns, and allies (Laridae)",1
CA,CA08,JM,JM14,"Gulls, terns, and allies (Laridae)",1
CA,CA08,JM,JM12,Herons (Ardeidae),1
CA,CA08,MX,MX16,"Gulls, terns, and allies (Laridae)",1
CA,CA08,MX,MX18,"Gulls, terns, and allies (Laridae)",1
CA,CA08,MX,MX23,"Gulls, terns, and allies (Laridae)",1
CA,CA08,MX,MX26,Herons (Ardeidae),1
CA,CA08,MX,MX28,"Gulls, terns, and allies (Laridae)",1
CA,CA08,MX,MX31,"Gulls, terns, and allies (Laridae)",5
CA,CA08,PO,PO23,"Gulls, terns, and allies (Laridae)",1
CA,CA08,PO,PO23,Herons (Ardeidae),1
CA,CA08,SP,SP51,"Gulls, terns, and allies (Laridae)",1
CA,CA08,SP,SP56,"Gulls, terns, and allies (Laridae)",1
CA,CA08,ST,ST,"Gulls, terns, and allies (Laridae)",1
CA,CA08,TP,TP02,"Ducks, geese, and swans (Anatidae)",27
CA,CA08,US,CA08,"Gulls, terns, and allies (Laridae)",51
CA,CA08,US,GH09,"Gulls, terns, and allies (Laridae)",13
CA,CA08,US,MX28,"Gulls, terns, and allies (Laridae)",1
CA,CA08,US,RQ,"Gulls, terns, and allies (Laridae)",2
CA,CA08,US,US01,"Ducks, geese, and swans (Anatidae)",28
CA,CA08,US,US01,"Gulls, terns, and allies (Laridae)",27
CA,CA08,US,US02,"Ducks, geese, and swans (Anatidae)",8
CA,CA08,US,US02,Passeridae,1
CA,CA08,US,US05,"Ducks, geese, and swans (Anatidae)",11
CA,CA08,US,US05,"Gulls, terns, and allies (Laridae)",1
CA,CA08,US,US05,Herons (Ardeidae),1
CA,CA08,US,US06,"Ducks, geese, and swans (Anatidae)",1
CA,CA08,US,US06,"Gulls, terns, and allies (Laridae)",1
CA,CA08,US,US06,Herons (Ardeidae),4
CA,CA08,US,US06,Sandpipers and Charadriidae,2
CA,CA08,US,US08,"Ducks, geese, and swans (Anatidae)",2
CA,CA08,US,US09,"Ducks, geese, and swans (Anatidae)",5
CA,CA08,US,US09,"Gulls, terns, and allies (Laridae)",16
CA,CA08,US,US09,Herons (Ardeidae),1
CA,CA08,US,US10,"Ducks, geese, and swans (Anatidae)",8
CA,CA08,US,US10,"Gulls, terns, and allies (Laridae)",10
CA,CA08,US,US10,Herons (Ardeidae),3
CA,CA08,US,US12,"Ducks, geese, and swans (Anatidae)",372
CA,CA08,US,US12,"Gulls, terns, and allies (Laridae)",793
CA,CA08,US,US12,Herons (Ardeidae),11
CA,CA08,US,US13,"Ducks, geese, and swans (Anatidae)",79
CA,CA08,US,US13,"Gulls, terns, and allies (Laridae)",63
CA,CA08,US,US13,Herons (Ardeidae),2
CA,CA08,US,US16,"Gulls, terns, and allies (Laridae)",1
CA,CA08,US,US17,"Ducks, geese, and swans (Anatidae)",22
CA,CA08,US,US17,Grebes (Podicipedidae),1
CA,CA08,US,US17,"Gulls, terns, and allies (Laridae)",9
CA,CA08,US,US18,"Ducks, geese, and swans (Anatidae)",13
CA,CA08,US,US18,"Gulls, terns, and allies (Laridae)",10
CA,CA08,US,US18,Herons (Ardeidae),2
CA,CA08,US,US19,"Ducks, geese, and swans (Anatidae)",8
CA,CA08,US,US19,"Gulls, terns, and allies (Laridae)",1
CA,CA08,US,US20,"Ducks, geese, and swans (Anatidae)",3
CA,CA08,US,US20,"Gulls, terns, and allies (Laridae)",1
CA,CA08,US,US20,Sandpipers and Charadriidae,5
CA,CA08,US,US21,"Ducks, geese, and swans (Anatidae)",14
CA,CA08,US,US21,"Gulls, terns, and allies (Laridae)",3
CA,CA08,US,US22,"Ducks, geese, and swans (Anatidae)",42
CA,CA08,US,US22,"Gulls, terns, and allies (Laridae)",28
CA,CA08,US,US22,Herons (Ardeidae),4
CA,CA08,US,US23,"Ducks, geese, and swans (Anatidae)",6
CA,CA08,US,US23,"Gulls, terns, and allies (Laridae)",5
CA,CA08,US,US24,"Ducks, geese, and swans (Anatidae)",272
CA,CA08,US,US24,"Gulls, terns, and allies (Laridae)",79
CA,CA08,US,US24,Herons (Ardeidae),2
CA,CA08,US,US25,"Ducks, geese, and swans (Anatidae)",5
CA,CA08,US,US25,"Gulls, terns, and allies (Laridae)",21
CA,CA08,US,US25,Sandpipers and Charadriidae,1
CA,CA08,US,US26,"Ducks, geese, and swans (Anatidae)",241
CA,CA08,US,US26,"Gulls, terns, and allies (Laridae)",364
CA,CA08,US,US26,Herons (Ardeidae),7
CA,CA08,US,US27,"Ducks, geese, and swans (Anatidae)",113
CA,CA08,US,US27,"Gulls, terns, and allies (Laridae)",7
CA,CA08,US,US28,"Ducks, geese, and swans (Anatidae)",13
CA,CA08,US,US28,"Gulls, terns, and allies (Laridae)",14
CA,CA08,US,US28,Herons (Ardeidae),1
CA,CA08,US,US29,"Ducks, geese, and swans (Anatidae)",4
CA,CA08,US,US29,"Gulls, terns, and allies (Laridae)",1
CA,CA08,US,US30,"Ducks, geese, and swans (Anatidae)",1
CA,CA08,US,US31,"Ducks, geese, and swans (Anatidae)",1
CA,CA08,US,US33,"Gulls, terns, and allies (Laridae)",2
CA,CA08,US,US34,"Ducks, geese, and swans (Anatidae)",33
CA,CA08,US,US34,"Gulls, terns, and allies (Laridae)",65
CA,CA08,US,US34,Herons (Ardeidae),7
CA,CA08,US,US34,Sandpipers and Charadriidae,3
CA,CA08,US,US36,"Ducks, geese, and swans (Anatidae)",328
CA,CA08,US,US36,"Gulls, terns, and allies (Laridae)",671
CA,CA08,US,US36,Herons (Ardeidae),5
CA,CA08,US,US37,"Ducks, geese, and swans (Anatidae)",540
CA,CA08,US,US37,"Gulls, terns, and allies (Laridae)",157
CA,CA08,US,US37,Herons (Ardeidae),4
CA,CA08,US,US38,"Ducks, geese, and swans (Anatidae)",31
CA,CA08,US,US39,"Ducks, geese, and swans (Anatidae)",46
CA,CA08,US,US39,"Gulls, terns, and allies (Laridae)",150
CA,CA08,US,US39,Herons (Ardeidae),9
CA,CA08,US,US40,"Ducks, geese, and swans (Anatidae)",5
CA,CA08,US,US41,Herons (Ardeidae),1
CA,CA08,US,US41,Sandpipers and Charadriidae,1
CA,CA08,US,US42,"Ducks, geese, and swans (Anatidae)",41
CA,CA08,US,US42,"Gulls, terns, and allies (Laridae)",92
CA,CA08,US,US42,Herons (Ardeidae),5
CA,CA08,US,US44,"Ducks, geese, and swans (Anatidae)",3
CA,CA08,US,US44,"Gulls, terns, and allies (Laridae)",14
CA,CA08,US,US44,Herons (Ardeidae),1
CA,CA08,US,US45,"Ducks, geese, and swans (Anatidae)",151
CA,CA08,US,US45,"Gulls, terns, and allies (Laridae)",143
CA,CA08,US,US45,Herons (Ardeidae),5
CA,CA08,US,US46,"Ducks, geese, and swans (Anatidae)",15
CA,CA08,US,US47,"Ducks, geese, and swans (Anatidae)",38
CA,CA08,US,US47,"Gulls, terns, and allies (Laridae)",6
CA,CA08,US,US47,Herons (Ardeidae),1
CA,CA08,US,US48,"Ducks, geese, and swans (Anatidae)",17
CA,CA08,US,US48,"Gulls, terns, and allies (Laridae)",5
CA,CA08,US,US48,Herons (Ardeidae),1
CA,CA08,US,US50,"Ducks, geese, and swans (Anatidae)",10
CA,CA08,US,US50,"Gulls, terns, and allies (Laridae)",16
CA,CA08,US,US51,"Ducks, geese, and swans (Anatidae)",181
CA,CA08,US,US51,"Gulls, terns, and allies (Laridae)",117
CA,CA08,US,US51,Herons (Ardeidae),4
CA,CA08,US,US53,"Ducks, geese, and swans (Anatidae)",1
CA,CA08,US,US54,"Ducks, geese, and swans (Anatidae)",2
CA,CA08,US,US54,"Gulls, terns, and allies (Laridae)",10
CA,CA08,US,US54,Herons (Ardeidae),1
CA,CA08,US,US55,"Ducks, geese, and swans (Anatidae)",131
CA,CA08,US,US55,"Gulls, terns, and allies (Laridae)",38
CA,CA08,US,US55,Herons (Ardeidae),1
CA,CA08,VQ,VQ,Herons (Ardeidae),1
CA,CA09,CA,CA04,Cormorants and shags (Phalacrocoracidae),1
CA,CA09,CA,CA04,"Ducks, geese, and swans (Anatidae)",48
CA,CA09,CA,CA04,"Gulls, terns, and allies (Laridae)",2
CA,CA09,CA,CA05,"Ducks, geese, and swans (Anatidae)",43
CA,CA09,CA,CA05,"Gulls, terns, and allies (Laridae)",3
CA,CA09,CA,CA07,Cormorants and shags (Phalacrocoracidae),4
CA,CA09,CA,CA07,"Ducks, geese, and swans (Anatidae)",198
CA,CA09,CA,CA07,"Gulls, terns, and allies (Laridae)",1
CA,CA09,CA,CA08,"Ducks, geese, and swans (Anatidae)",3
CA,CA09,CA,CA09,Cormorants and shags (Phalacrocoracidae),3
CA,CA09,CA,CA09,"Ducks, geese, and swans (Anatidae)",2320
CA,CA09,CA,CA09,"Gulls, terns, and allies (Laridae)",5
CA,CA09,CA,CA10,"Ducks, geese, and swans (Anatidae)",85
CA,CA09,EI,EI,"Ducks, geese, and swans (Anatidae)",2
CA,CA09,IC,IC,"Ducks, geese, and swans (Anatidae)",1
CA,CA09,SB,SB,"Ducks, geese, and swans (Anatidae)",1
CA,CA09,SP,SP56,"Ducks, geese, and swans (Anatidae)",1
CA,CA09,SP,SP60,"Ducks, geese, and swans (Anatidae)",1
CA,CA09,TP,TP02,"Ducks, geese, and swans (Anatidae)",28
CA,CA09,US,US01,Cormorants and shags (Phalacrocoracidae),1
CA,CA09,US,US01,"Ducks, geese, and swans (Anatidae)",5
CA,CA09,US,US05,"Ducks, geese, and swans (Anatidae)",7
CA,CA09,US,US06,"Ducks, geese, and swans (Anatidae)",2
CA,CA09,US,US08,"Ducks, geese, and swans (Anatidae)",1
CA,CA09,US,US09,Cormorants and shags (Phalacrocoracidae),1
CA,CA09,US,US09,"Ducks, geese, and swans (Anatidae)",10
CA,CA09,US,US10,"Ducks, geese, and swans (Anatidae)",40
CA,CA09,US,US10,"Gulls, terns, and allies (Laridae)",1
CA,CA09,US,US12,Cormorants and shags (Phalacrocoracidae),1
CA,CA09,US,US12,"Ducks, geese, and swans (Anatidae)",28
CA,CA09,US,US13,"Ducks, geese, and swans (Anatidae)",17
CA,CA09,US,US17,"Ducks, geese, and swans (Anatidae)",9
CA,CA09,US,US18,"Ducks, geese, and swans (Anatidae)",1
CA,CA09,US,US19,"Ducks, geese, and swans (Anatidae)",3
CA,CA09,US,US21,"Ducks, geese, and swans (Anatidae)",4
CA,CA09,US,US22,"Ducks, geese, and swans (Anatidae)",1
CA,CA09,US,US23,Cormorants and shags (Phalacrocoracidae),3
CA,CA09,US,US23,"Ducks, geese, and swans (Anatidae)",30
CA,CA09,US,US24,"Ducks, geese, and swans (Anatidae)",36
CA,CA09,US,US24,"Gulls, terns, and allies (Laridae)",1
CA,CA09,US,US25,Cormorants and shags (Phalacrocoracidae),2
CA,CA09,US,US25,"Ducks, geese, and swans (Anatidae)",41
CA,CA09,US,US27,"Ducks, geese, and swans (Anatidae)",2
CA,CA09,US,US28,"Ducks, geese, and swans (Anatidae)",1
CA,CA09,US,US29,"Ducks, geese, and swans (Anatidae)",2
CA,CA09,US,US33,Cormorants and shags (Phalacrocoracidae),1
CA,CA09,US,US33,"Ducks, geese, and swans (Anatidae)",7
CA,CA09,US,US34,"Ducks, geese, and swans (Anatidae)",60
CA,CA09,US,US34,"Gulls, terns, and allies (Laridae)",1
CA,CA09,US,US36,Cormorants and shags (Phalacrocoracidae),1
CA,CA09,US,US36,"Ducks, geese, and swans (Anatidae)",70
CA,CA09,US,US36,"Gulls, terns, and allies (Laridae)",1
CA,CA09,US,US37,"Ducks, geese, and swans (Anatidae)",108
CA,CA09,US,US38,"Ducks, geese, and swans (Anatidae)",1
CA,CA09,US,US39,"Ducks, geese, and swans (Anatidae)",8
CA,CA09,US,US41,"Ducks, geese, and swans (Anatidae)",2
CA,CA09,US,US42,"Ducks, geese, and swans (Anatidae)",18
CA,CA09,US,US44,Cormorants and shags (Phalacrocoracidae),1
CA,CA09,US,US44,"Ducks, geese, and swans (Anatidae)",8
CA,CA09,US,US45,Cormorants and shags (Phalacrocoracidae),1
CA,CA09,US,US45,"Ducks, geese, and swans (Anatidae)",43
CA,CA09,US,US46,"Ducks, geese, and swans (Anatidae)",2
CA,CA09,US,US47,"Ducks, geese, and swans (Anatidae)",4
CA,CA09,US,US48,"Ducks, geese, and swans (Anatidae)",1
CA,CA09,US,US48,"Gulls, terns, and allies (Laridae)",1
CA,CA09,US,US50,"Ducks, geese, and swans (Anatidae)",961
CA,CA09,US,US51,"Ducks, geese, and swans (Anatidae)",65
CA,CA09,US,US55,"Ducks, geese, and swans (Anatidae)",10
CA,CA10,(e,(en blanco),Sandpipers and Charadriidae,2
CA,CA10,BF,BF,"Gulls, terns, and allies (Laridae)",3
CA,CA10,BF,BF,Sandpipers and Charadriidae,1
CA,CA10,CA,CA01,"Ducks, geese, and swans (Anatidae)",2
CA,CA10,CA,CA03,"Ducks, geese, and swans (Anatidae)",20
CA,CA10,CA,CA04,Cormorants and shags (Phalacrocoracidae),30
CA,CA10,CA,CA04,"Ducks, geese, and swans (Anatidae)",161
CA,CA10,CA,CA04,"Gulls, terns, and allies (Laridae)",33
CA,CA10,CA,CA05,Cormorants and shags (Phalacrocoracidae),6
CA,CA10,CA,CA05,"Ducks, geese, and swans (Anatidae)",58
CA,CA10,CA,CA05,"Gulls, terns, and allies (Laridae)",45
CA,CA10,CA,CA07,Cormorants and shags (Phalacrocoracidae),15
CA,CA10,CA,CA07,"Ducks, geese, and swans (Anatidae)",474
CA,CA10,CA,CA07,"Gulls, terns, and allies (Laridae)",12
CA,CA10,CA,CA07,Sandpipers and Charadriidae,1
CA,CA10,CA,CA08,Cormorants and shags (Phalacrocoracidae),1
CA,CA10,CA,CA08,"Ducks, geese, and swans (Anatidae)",999
CA,CA10,CA,CA08,"Gulls, terns, and allies (Laridae)",37
CA,CA10,CA,CA09,Cormorants and shags (Phalacrocoracidae),3
CA,CA10,CA,CA09,"Ducks, geese, and swans (Anatidae)",194
CA,CA10,CA,CA09,"Gulls, terns, and allies (Laridae)",9
CA,CA10,CA,CA10,Cormorants and shags (Phalacrocoracidae),98
CA,CA10,CA,CA10,"Ducks, geese, and swans (Anatidae)",10721
CA,CA10,CA,CA10,Grebes (Podicipedidae),1
CA,CA10,CA,CA10,"Gulls, terns, and allies (Laridae)",1204
CA,CA10,CA,CA11,"Ducks, geese, and swans (Anatidae)",13
CA,CA10,CA,CA14,"Ducks, geese, and swans (Anatidae)",1
CA,CA10,CA,GH09,"Gulls, terns, and allies (Laridae)",4
CA,CA10,CA,US36,"Gulls, terns, and allies (Laridae)",2
CA,CA10,CA,US50,"Gulls, terns, and allies (Laridae)",1
CA,CA10,DR,DR18,"Gulls, terns, and allies (Laridae)",1
CA,CA10,FR,FR97,"Ducks, geese, and swans (Anatidae)",1
CA,CA10,GH,GH09,Cormorants and shags (Phalacrocoracidae),1
CA,CA10,GH,GH09,"Ducks, geese, and swans (Anatidae)",4
CA,CA10,GL,GL03,"Ducks, geese, and swans (Anatidae)",6
CA,CA10,GY,GY13,Sandpipers and Charadriidae,3
CA,CA10,MX,MX11,Sandpipers and Charadriidae,1
CA,CA10,TP,TP02,Cormorants and shags (Phalacrocoracidae),2
CA,CA10,TP,TP02,"Ducks, geese, and swans (Anatidae)",246
CA,CA10,UK,UK,"Ducks, geese, and swans (Anatidae)",2
CA,CA10,US,GH09,"Gulls, terns, and allies (Laridae)",1
CA,CA10,US,US01,Cormorants and shags (Phalacrocoracidae),2
CA,CA10,US,US01,"Ducks, geese, and swans (Anatidae)",67
CA,CA10,US,US02,Passeridae,4
CA,CA10,US,US04,"Ducks, geese, and swans (Anatidae)",1
CA,CA10,US,US05,"Ducks, geese, and swans (Anatidae)",74
CA,CA10,US,US06,Cormorants and shags (Phalacrocoracidae),1
CA,CA10,US,US06,"Ducks, geese, and swans (Anatidae)",6
CA,CA10,US,US06,Sandpipers and Charadriidae,3
CA,CA10,US,US08,"Ducks, geese, and swans (Anatidae)",2
CA,CA10,US,US09,"Ducks, geese, and swans (Anatidae)",321
CA,CA10,US,US09,"Gulls, terns, and allies (Laridae)",63
CA,CA10,US,US09,Sandpipers and Charadriidae,1
CA,CA10,US,US10,Cormorants and shags (Phalacrocoracidae),1
CA,CA10,US,US10,"Ducks, geese, and swans (Anatidae)",880
CA,CA10,US,US10,"Gulls, terns, and allies (Laridae)",19
CA,CA10,US,US10,Sandpipers and Charadriidae,3
CA,CA10,US,US11,"Gulls, terns, and allies (Laridae)",4
CA,CA10,US,US12,Cormorants and shags (Phalacrocoracidae),28
CA,CA10,US,US12,"Ducks, geese, and swans (Anatidae)",58
CA,CA10,US,US12,"Gulls, terns, and allies (Laridae)",77
CA,CA10,US,US13,Cormorants and shags (Phalacrocoracidae),9
CA,CA10,US,US13,"Ducks, geese, and swans (Anatidae)",115
CA,CA10,US,US13,"Gulls, terns, and allies (Laridae)",15
CA,CA10,US,US16,"Ducks, geese, and swans (Anatidae)",1
CA,CA10,US,US17,"Ducks, geese, and swans (Anatidae)",75
CA,CA10,US,US18,"Ducks, geese, and swans (Anatidae)",42
CA,CA10,US,US19,"Ducks, geese, and swans (Anatidae)",19
CA,CA10,US,US20,"Ducks, geese, and swans (Anatidae)",4
CA,CA10,US,US20,Sandpipers and Charadriidae,2
CA,CA10,US,US21,Cormorants and shags (Phalacrocoracidae),1
CA,CA10,US,US21,"Ducks, geese, and swans (Anatidae)",64
CA,CA10,US,US22,"Ducks, geese, and swans (Anatidae)",17
CA,CA10,US,US23,Cormorants and shags (Phalacrocoracidae),15
